city,date,station,trips
San Francisco,09/10/2013,65,32
San Francisco,09/10/2013,66,28
San Francisco,09/10/2013,67,31
San Francisco,09/10/2013,68,12
San Francisco,09/10/2013,69,39
San Francisco,09/10/2013,70,76
San Francisco,09/10/2013,71,12
San Francisco,09/10/2013,72,19
San Francisco,09/10/2013,73,29
San Francisco,09/10/2013,74,37
San Francisco,09/10/2013,75,20
San Francisco,09/10/2013,76,34
San Francisco,09/10/2013,77,42
San Francisco,10/10/2013,39,23
San Francisco,10/10/2013,41,11
San Francisco,10/10/2013,42,15
San Francisco,10/10/2013,45,28
San Francisco,10/10/2013,46,28
San Francisco,10/10/2013,47,18
San Francisco,10/10/2013,48,29
San Francisco,10/10/2013,49,34
San Francisco,10/10/2013,50,48
San Francisco,10/10/2013,51,20
San Francisco,10/10/2013,54,31
San Francisco,10/10/2013,55,37
San Francisco,10/10/2013,56,28
San Francisco,10/10/2013,57,16
San Francisco,10/10/2013,58,12
San Francisco,10/10/2013,59,12
San Francisco,10/10/2013,60,42
San Francisco,10/10/2013,61,33
San Francisco,10/10/2013,62,32
San Francisco,10/10/2013,63,22
San Francisco,10/10/2013,64,25
San Francisco,10/10/2013,65,41
San Francisco,10/10/2013,66,17
San Francisco,10/10/2013,67,29
San Francisco,10/10/2013,68,10
San Francisco,10/10/2013,69,37
San Francisco,10/10/2013,70,88
San Francisco,10/10/2013,71,16
San Francisco,10/10/2013,72,15
San Francisco,10/10/2013,73,36
San Francisco,10/10/2013,74,51
San Francisco,10/10/2013,75,21
San Francisco,10/10/2013,76,41
San Francisco,10/10/2013,77,42
San Francisco,11/10/2013,39,26
San Francisco,11/10/2013,41,16
San Francisco,11/10/2013,42,21
San Francisco,11/10/2013,45,25
San Francisco,11/10/2013,46,12
San Francisco,11/10/2013,47,25
San Francisco,11/10/2013,48,22
San Francisco,11/10/2013,49,26
San Francisco,11/10/2013,50,32
San Francisco,11/10/2013,51,21
San Francisco,11/10/2013,54,26
San Francisco,11/10/2013,55,35
San Francisco,11/10/2013,56,23
San Francisco,11/10/2013,57,17
San Francisco,11/10/2013,58,13
San Francisco,11/10/2013,59,10
San Francisco,11/10/2013,60,41
San Francisco,11/10/2013,61,28
San Francisco,11/10/2013,62,30
San Francisco,11/10/2013,63,29
San Francisco,11/10/2013,64,30
San Francisco,11/10/2013,65,39
San Francisco,11/10/2013,66,19
San Francisco,11/10/2013,67,22
San Francisco,11/10/2013,68,14
San Francisco,11/10/2013,69,39
San Francisco,11/10/2013,70,59
San Francisco,11/10/2013,71,13
San Francisco,11/10/2013,72,20
San Francisco,11/10/2013,73,33
San Francisco,11/10/2013,74,41
San Francisco,11/10/2013,75,22
San Francisco,11/10/2013,76,37
San Francisco,11/10/2013,77,41
San Francisco,12/10/2013,39,20
San Francisco,12/10/2013,41,10
San Francisco,12/10/2013,42,13
San Francisco,12/10/2013,45,6
San Francisco,12/10/2013,46,15
San Francisco,12/10/2013,47,14
San Francisco,12/10/2013,48,18
San Francisco,12/10/2013,49,22
San Francisco,12/10/2013,50,33
San Francisco,12/10/2013,51,12
San Francisco,12/10/2013,54,29
San Francisco,12/10/2013,55,8
San Francisco,12/10/2013,56,7
San Francisco,12/10/2013,57,20
San Francisco,12/10/2013,58,8
San Francisco,12/10/2013,59,4
San Francisco,12/10/2013,60,52
San Francisco,12/10/2013,61,11
San Francisco,12/10/2013,62,17
San Francisco,12/10/2013,63,6
San Francisco,12/10/2013,64,7
San Francisco,12/10/2013,65,14
San Francisco,12/10/2013,66,14
San Francisco,12/10/2013,67,16
San Francisco,12/10/2013,68,14
San Francisco,12/10/2013,69,15
San Francisco,12/10/2013,70,28
San Francisco,12/10/2013,71,26
San Francisco,12/10/2013,72,21
San Francisco,12/10/2013,73,34
San Francisco,12/10/2013,74,31
San Francisco,12/10/2013,75,9
San Francisco,12/10/2013,76,34
San Francisco,12/10/2013,77,20
San Francisco,13/10/2013,39,17
San Francisco,13/10/2013,41,10
San Francisco,13/10/2013,42,17
San Francisco,13/10/2013,45,4
San Francisco,13/10/2013,46,19
San Francisco,13/10/2013,47,8
San Francisco,13/10/2013,48,15
San Francisco,13/10/2013,49,19
San Francisco,13/10/2013,50,34
San Francisco,13/10/2013,51,14
San Francisco,13/10/2013,54,24
San Francisco,13/10/2013,55,8
San Francisco,13/10/2013,56,12
San Francisco,13/10/2013,57,11
San Francisco,13/10/2013,58,5
San Francisco,13/10/2013,59,5
San Francisco,13/10/2013,60,51
San Francisco,13/10/2013,61,12
San Francisco,13/10/2013,62,18
San Francisco,13/10/2013,63,9
San Francisco,13/10/2013,64,6
San Francisco,13/10/2013,65,11
San Francisco,13/10/2013,66,12
San Francisco,13/10/2013,67,10
San Francisco,13/10/2013,68,12
San Francisco,13/10/2013,69,13
San Francisco,13/10/2013,70,18
San Francisco,13/10/2013,71,20
San Francisco,13/10/2013,72,13
San Francisco,13/10/2013,73,21
San Francisco,13/10/2013,74,6
San Francisco,13/10/2013,75,7
San Francisco,13/10/2013,76,33
San Francisco,13/10/2013,77,11
San Francisco,14/10/2013,39,32
San Francisco,14/10/2013,41,17
San Francisco,14/10/2013,42,9
San Francisco,14/10/2013,45,20
San Francisco,14/10/2013,46,9
San Francisco,14/10/2013,47,13
San Francisco,14/10/2013,48,19
San Francisco,14/10/2013,49,24
San Francisco,14/10/2013,50,58
San Francisco,14/10/2013,51,14
San Francisco,14/10/2013,54,27
San Francisco,14/10/2013,55,36
San Francisco,14/10/2013,56,24
San Francisco,14/10/2013,57,21
San Francisco,14/10/2013,58,4
San Francisco,14/10/2013,59,13
San Francisco,14/10/2013,60,65
San Francisco,14/10/2013,61,40
San Francisco,14/10/2013,62,31
San Francisco,14/10/2013,63,28
San Francisco,14/10/2013,64,28
San Francisco,14/10/2013,65,36
San Francisco,14/10/2013,66,21
San Francisco,14/10/2013,67,24
San Francisco,14/10/2013,68,16
San Francisco,14/10/2013,69,41
San Francisco,14/10/2013,70,74
San Francisco,14/10/2013,71,16
San Francisco,14/10/2013,72,18
San Francisco,14/10/2013,73,26
San Francisco,14/10/2013,74,47
San Francisco,14/10/2013,75,19
San Francisco,14/10/2013,76,34
San Francisco,14/10/2013,77,50
San Francisco,15/10/2013,39,28
San Francisco,15/10/2013,41,18
San Francisco,15/10/2013,42,23
San Francisco,15/10/2013,45,25
San Francisco,15/10/2013,46,18
San Francisco,15/10/2013,47,26
San Francisco,15/10/2013,48,16
San Francisco,15/10/2013,49,32
San Francisco,15/10/2013,50,58
San Francisco,15/10/2013,51,30
San Francisco,15/10/2013,54,28
San Francisco,15/10/2013,55,41
San Francisco,15/10/2013,56,24
San Francisco,15/10/2013,57,27
San Francisco,15/10/2013,58,11
San Francisco,15/10/2013,59,14
San Francisco,15/10/2013,60,59
San Francisco,15/10/2013,61,32
San Francisco,15/10/2013,62,32
San Francisco,15/10/2013,63,26
San Francisco,15/10/2013,64,40
San Francisco,15/10/2013,65,31
San Francisco,15/10/2013,66,35
San Francisco,15/10/2013,67,32
San Francisco,15/10/2013,68,18
San Francisco,15/10/2013,69,44
San Francisco,15/10/2013,70,84
San Francisco,15/10/2013,71,20
San Francisco,15/10/2013,72,24
San Francisco,15/10/2013,73,28
San Francisco,15/10/2013,74,34
San Francisco,15/10/2013,75,18
San Francisco,15/10/2013,76,45
San Francisco,15/10/2013,77,48
San Francisco,16/10/2013,39,32
San Francisco,16/10/2013,41,22
San Francisco,16/10/2013,42,15
San Francisco,16/10/2013,45,26
San Francisco,16/10/2013,46,13
San Francisco,16/10/2013,47,25
San Francisco,16/10/2013,48,26
San Francisco,16/10/2013,49,27
San Francisco,16/10/2013,50,48
San Francisco,16/10/2013,51,27
San Francisco,16/10/2013,54,17
San Francisco,16/10/2013,55,46
San Francisco,16/10/2013,56,22
San Francisco,16/10/2013,57,21
San Francisco,16/10/2013,58,10
San Francisco,16/10/2013,59,17
San Francisco,16/10/2013,60,38
San Francisco,16/10/2013,61,37
San Francisco,16/10/2013,62,31
San Francisco,16/10/2013,63,42
San Francisco,16/10/2013,64,37
San Francisco,16/10/2013,65,31
San Francisco,16/10/2013,66,30
San Francisco,16/10/2013,67,31
San Francisco,16/10/2013,68,21
San Francisco,16/10/2013,69,43
San Francisco,16/10/2013,70,85
San Francisco,16/10/2013,71,24
San Francisco,16/10/2013,72,24
San Francisco,16/10/2013,73,31
San Francisco,16/10/2013,74,43
San Francisco,16/10/2013,75,32
San Francisco,16/10/2013,76,46
San Francisco,16/10/2013,77,55
San Francisco,17/10/2013,39,22
San Francisco,17/10/2013,41,15
San Francisco,17/10/2013,42,17
San Francisco,17/10/2013,45,28
San Francisco,17/10/2013,46,14
San Francisco,17/10/2013,47,20
San Francisco,17/10/2013,48,19
San Francisco,17/10/2013,49,27
San Francisco,17/10/2013,50,66
San Francisco,17/10/2013,51,19
San Francisco,17/10/2013,54,22
San Francisco,17/10/2013,55,46
San Francisco,17/10/2013,56,25
San Francisco,17/10/2013,57,38
San Francisco,17/10/2013,58,13
San Francisco,17/10/2013,59,15
San Francisco,17/10/2013,60,48
San Francisco,17/10/2013,61,39
San Francisco,17/10/2013,62,44
San Francisco,17/10/2013,63,26
San Francisco,17/10/2013,64,40
San Francisco,17/10/2013,65,29
San Francisco,17/10/2013,66,28
San Francisco,17/10/2013,67,35
San Francisco,17/10/2013,68,19
San Francisco,17/10/2013,69,52
San Francisco,17/10/2013,70,90
San Francisco,17/10/2013,71,20
San Francisco,17/10/2013,72,28
San Francisco,17/10/2013,73,38
San Francisco,17/10/2013,74,47
San Francisco,17/10/2013,75,25
San Francisco,17/10/2013,76,39
San Francisco,17/10/2013,77,53
San Francisco,18/10/2013,39,28
San Francisco,18/10/2013,41,14
San Francisco,18/10/2013,42,11
San Francisco,18/10/2013,45,25
San Francisco,18/10/2013,46,11
San Francisco,18/10/2013,47,21
San Francisco,18/10/2013,48,17
San Francisco,18/10/2013,49,25
San Francisco,18/10/2013,50,69
San Francisco,18/10/2013,51,25
San Francisco,18/10/2013,54,26
San Francisco,18/10/2013,55,45
San Francisco,18/10/2013,56,17
San Francisco,18/10/2013,57,23
San Francisco,18/10/2013,58,13
San Francisco,18/10/2013,59,12
San Francisco,18/10/2013,60,46
San Francisco,18/10/2013,61,42
San Francisco,18/10/2013,62,26
San Francisco,18/10/2013,63,29
San Francisco,18/10/2013,64,30
San Francisco,18/10/2013,65,24
San Francisco,18/10/2013,66,29
San Francisco,18/10/2013,67,33
San Francisco,18/10/2013,68,25
San Francisco,18/10/2013,69,41
San Francisco,18/10/2013,70,78
San Francisco,18/10/2013,71,12
San Francisco,18/10/2013,72,21
San Francisco,18/10/2013,73,30
San Francisco,18/10/2013,74,43
San Francisco,18/10/2013,75,25
San Francisco,18/10/2013,76,42
San Francisco,18/10/2013,77,41
San Francisco,19/10/2013,39,19
San Francisco,19/10/2013,41,6
San Francisco,19/10/2013,42,4
San Francisco,19/10/2013,45,5
San Francisco,19/10/2013,46,10
San Francisco,19/10/2013,47,6
San Francisco,19/10/2013,48,13
San Francisco,19/10/2013,49,11
San Francisco,19/10/2013,50,51
San Francisco,19/10/2013,51,12
San Francisco,19/10/2013,54,35
San Francisco,19/10/2013,55,6
San Francisco,19/10/2013,56,9
San Francisco,19/10/2013,57,15
San Francisco,19/10/2013,58,11
San Francisco,19/10/2013,59,8
San Francisco,19/10/2013,60,54
San Francisco,19/10/2013,61,29
San Francisco,19/10/2013,62,12
San Francisco,19/10/2013,63,9
San Francisco,19/10/2013,64,11
San Francisco,19/10/2013,65,14
San Francisco,19/10/2013,66,15
San Francisco,19/10/2013,67,12
San Francisco,19/10/2013,68,13
San Francisco,19/10/2013,69,7
San Francisco,19/10/2013,70,29
San Francisco,19/10/2013,71,21
San Francisco,19/10/2013,72,8
San Francisco,19/10/2013,73,17
San Francisco,19/10/2013,74,18
San Francisco,19/10/2013,75,14
San Francisco,19/10/2013,76,39
San Francisco,19/10/2013,77,21
San Francisco,20/10/2013,39,8
San Francisco,20/10/2013,41,4
San Francisco,20/10/2013,42,5
San Francisco,20/10/2013,45,3
San Francisco,20/10/2013,46,13
San Francisco,20/10/2013,47,12
San Francisco,20/10/2013,48,16
San Francisco,20/10/2013,49,10
San Francisco,20/10/2013,50,27
San Francisco,20/10/2013,51,5
San Francisco,20/10/2013,54,15
San Francisco,20/10/2013,55,5
San Francisco,20/10/2013,56,2
San Francisco,20/10/2013,57,8
San Francisco,20/10/2013,58,13
San Francisco,20/10/2013,59,11
San Francisco,20/10/2013,60,30
San Francisco,20/10/2013,61,14
San Francisco,20/10/2013,62,6
San Francisco,20/10/2013,63,11
San Francisco,20/10/2013,64,7
San Francisco,20/10/2013,65,21
San Francisco,20/10/2013,66,8
San Francisco,20/10/2013,67,9
San Francisco,20/10/2013,68,9
San Francisco,20/10/2013,69,15
San Francisco,20/10/2013,70,15
San Francisco,20/10/2013,71,14
San Francisco,20/10/2013,72,11
San Francisco,20/10/2013,73,7
San Francisco,20/10/2013,74,14
San Francisco,20/10/2013,75,3
San Francisco,20/10/2013,76,25
San Francisco,20/10/2013,77,13
San Francisco,21/10/2013,39,23
San Francisco,21/10/2013,41,15
San Francisco,21/10/2013,42,12
San Francisco,21/10/2013,45,20
San Francisco,21/10/2013,46,8
San Francisco,21/10/2013,47,18
San Francisco,21/10/2013,48,12
San Francisco,21/10/2013,49,32
San Francisco,21/10/2013,50,52
San Francisco,21/10/2013,51,18
San Francisco,21/10/2013,54,16
San Francisco,21/10/2013,55,52
San Francisco,21/10/2013,56,19
San Francisco,21/10/2013,57,20
San Francisco,21/10/2013,58,7
San Francisco,21/10/2013,59,16
San Francisco,21/10/2013,60,45
San Francisco,21/10/2013,61,34
San Francisco,21/10/2013,62,28
San Francisco,21/10/2013,63,40
San Francisco,21/10/2013,64,28
San Francisco,21/10/2013,65,31
San Francisco,21/10/2013,66,20
San Francisco,21/10/2013,67,28
San Francisco,21/10/2013,68,15
San Francisco,21/10/2013,69,43
San Francisco,21/10/2013,70,68
San Francisco,21/10/2013,71,18
San Francisco,21/10/2013,72,15
San Francisco,21/10/2013,73,22
San Francisco,21/10/2013,74,43
San Francisco,21/10/2013,75,20
San Francisco,21/10/2013,76,36
San Francisco,21/10/2013,77,36
San Francisco,22/10/2013,39,31
San Francisco,22/10/2013,41,21
San Francisco,22/10/2013,42,18
San Francisco,22/10/2013,45,26
San Francisco,22/10/2013,46,9
San Francisco,22/10/2013,47,17
San Francisco,22/10/2013,48,16
San Francisco,22/10/2013,49,22
San Francisco,22/10/2013,50,43
San Francisco,22/10/2013,51,20
San Francisco,22/10/2013,54,20
San Francisco,22/10/2013,55,47
San Francisco,22/10/2013,56,18
San Francisco,22/10/2013,57,22
San Francisco,22/10/2013,58,5
San Francisco,22/10/2013,59,14
San Francisco,22/10/2013,60,29
San Francisco,22/10/2013,61,39
San Francisco,22/10/2013,62,36
San Francisco,22/10/2013,63,31
San Francisco,22/10/2013,64,38
San Francisco,22/10/2013,65,25
San Francisco,22/10/2013,66,19
San Francisco,22/10/2013,67,26
San Francisco,22/10/2013,68,23
San Francisco,22/10/2013,69,44
San Francisco,22/10/2013,70,79
San Francisco,22/10/2013,71,20
San Francisco,22/10/2013,72,11
San Francisco,22/10/2013,73,22
San Francisco,22/10/2013,74,33
San Francisco,22/10/2013,75,19
San Francisco,22/10/2013,76,33
San Francisco,22/10/2013,77,34
San Francisco,23/10/2013,39,17
San Francisco,23/10/2013,41,19
San Francisco,23/10/2013,42,11
San Francisco,23/10/2013,45,21
San Francisco,23/10/2013,46,10
San Francisco,23/10/2013,47,20
San Francisco,23/10/2013,48,15
San Francisco,23/10/2013,49,25
San Francisco,23/10/2013,50,42
San Francisco,23/10/2013,51,19
San Francisco,23/10/2013,54,18
San Francisco,23/10/2013,55,40
San Francisco,23/10/2013,56,24
San Francisco,23/10/2013,57,24
San Francisco,23/10/2013,58,7
San Francisco,23/10/2013,59,11
San Francisco,23/10/2013,60,39
San Francisco,23/10/2013,61,34
San Francisco,23/10/2013,62,29
San Francisco,23/10/2013,63,26
San Francisco,23/10/2013,64,32
San Francisco,23/10/2013,65,37
San Francisco,23/10/2013,66,20
San Francisco,23/10/2013,67,24
San Francisco,23/10/2013,68,25
San Francisco,23/10/2013,69,40
San Francisco,23/10/2013,70,83
San Francisco,23/10/2013,71,16
San Francisco,23/10/2013,72,18
San Francisco,23/10/2013,73,26
San Francisco,23/10/2013,74,49
San Francisco,23/10/2013,75,20
San Francisco,23/10/2013,76,30
San Francisco,23/10/2013,77,36
San Francisco,24/10/2013,39,17
San Francisco,24/10/2013,41,18
San Francisco,24/10/2013,42,12
San Francisco,24/10/2013,45,23
San Francisco,24/10/2013,46,5
San Francisco,24/10/2013,47,16
San Francisco,24/10/2013,48,20
San Francisco,24/10/2013,49,23
San Francisco,24/10/2013,50,44
San Francisco,24/10/2013,51,16
San Francisco,24/10/2013,54,17
San Francisco,24/10/2013,55,41
San Francisco,24/10/2013,56,22
San Francisco,24/10/2013,57,19
San Francisco,24/10/2013,58,8
San Francisco,24/10/2013,59,11
San Francisco,24/10/2013,60,32
San Francisco,24/10/2013,61,38
San Francisco,24/10/2013,62,32
San Francisco,24/10/2013,63,27
San Francisco,24/10/2013,64,26
San Francisco,24/10/2013,65,33
San Francisco,24/10/2013,66,19
San Francisco,24/10/2013,67,24
San Francisco,24/10/2013,68,14
San Francisco,24/10/2013,69,41
San Francisco,24/10/2013,70,81
San Francisco,24/10/2013,71,22
San Francisco,24/10/2013,72,31
San Francisco,24/10/2013,73,27
San Francisco,24/10/2013,74,51
San Francisco,24/10/2013,75,15
San Francisco,24/10/2013,76,41
San Francisco,24/10/2013,77,50
San Francisco,25/10/2013,39,31
San Francisco,25/10/2013,41,15
San Francisco,25/10/2013,42,16
San Francisco,25/10/2013,45,20
San Francisco,25/10/2013,46,18
San Francisco,25/10/2013,47,29
San Francisco,25/10/2013,48,17
San Francisco,25/10/2013,49,26
San Francisco,25/10/2013,50,50
San Francisco,25/10/2013,51,19
San Francisco,25/10/2013,54,34
San Francisco,25/10/2013,55,41
San Francisco,25/10/2013,56,33
San Francisco,25/10/2013,57,17
San Francisco,25/10/2013,58,10
San Francisco,25/10/2013,59,12
San Francisco,25/10/2013,60,45
San Francisco,25/10/2013,61,32
San Francisco,25/10/2013,62,23
San Francisco,25/10/2013,63,33
San Francisco,25/10/2013,64,34
San Francisco,25/10/2013,65,33
San Francisco,25/10/2013,66,28
San Francisco,25/10/2013,67,27
San Francisco,25/10/2013,68,14
San Francisco,25/10/2013,69,30
San Francisco,25/10/2013,70,72
San Francisco,25/10/2013,71,17
San Francisco,25/10/2013,72,19
San Francisco,25/10/2013,73,24
San Francisco,25/10/2013,74,43
San Francisco,25/10/2013,75,20
San Francisco,25/10/2013,76,37
San Francisco,25/10/2013,77,34
San Francisco,26/10/2013,39,16
San Francisco,26/10/2013,41,5
San Francisco,26/10/2013,42,5
San Francisco,26/10/2013,45,10
San Francisco,26/10/2013,46,10
San Francisco,26/10/2013,47,7
San Francisco,26/10/2013,48,16
San Francisco,26/10/2013,49,14
San Francisco,26/10/2013,50,40
San Francisco,26/10/2013,51,11
San Francisco,26/10/2013,54,20
San Francisco,26/10/2013,55,7
San Francisco,26/10/2013,56,8
San Francisco,26/10/2013,57,8
San Francisco,26/10/2013,58,4
San Francisco,26/10/2013,59,4
San Francisco,26/10/2013,60,43
San Francisco,26/10/2013,61,15
San Francisco,26/10/2013,62,9
San Francisco,26/10/2013,63,9
San Francisco,26/10/2013,64,13
San Francisco,26/10/2013,65,18
San Francisco,26/10/2013,66,16
San Francisco,26/10/2013,67,5
San Francisco,26/10/2013,68,8
San Francisco,26/10/2013,69,8
San Francisco,26/10/2013,70,9
San Francisco,26/10/2013,71,8
San Francisco,26/10/2013,72,19
San Francisco,26/10/2013,73,14
San Francisco,26/10/2013,74,9
San Francisco,26/10/2013,75,9
San Francisco,26/10/2013,76,29
San Francisco,26/10/2013,77,22
San Francisco,27/10/2013,39,13
San Francisco,27/10/2013,41,6
San Francisco,27/10/2013,42,3
San Francisco,27/10/2013,45,5
San Francisco,27/10/2013,46,4
San Francisco,27/10/2013,47,8
San Francisco,27/10/2013,48,6
San Francisco,27/10/2013,49,3
San Francisco,27/10/2013,50,7
San Francisco,27/10/2013,51,6
San Francisco,27/10/2013,54,19
San Francisco,27/10/2013,55,1
San Francisco,27/10/2013,56,4
San Francisco,27/10/2013,57,4
San Francisco,27/10/2013,58,1
San Francisco,27/10/2013,59,4
San Francisco,27/10/2013,60,22
San Francisco,27/10/2013,61,4
San Francisco,27/10/2013,62,5
San Francisco,27/10/2013,63,3
San Francisco,27/10/2013,64,8
San Francisco,27/10/2013,65,5
San Francisco,27/10/2013,66,7
San Francisco,27/10/2013,67,4
San Francisco,27/10/2013,68,7
San Francisco,27/10/2013,69,3
San Francisco,27/10/2013,70,16
San Francisco,27/10/2013,71,12
San Francisco,27/10/2013,72,11
San Francisco,27/10/2013,73,11
San Francisco,27/10/2013,74,10
San Francisco,27/10/2013,75,4
San Francisco,27/10/2013,76,18
San Francisco,27/10/2013,77,7
San Francisco,28/10/2013,39,21
San Francisco,28/10/2013,41,13
San Francisco,28/10/2013,42,17
San Francisco,28/10/2013,45,20
San Francisco,28/10/2013,46,5
San Francisco,28/10/2013,47,15
San Francisco,28/10/2013,48,18
San Francisco,28/10/2013,49,15
San Francisco,28/10/2013,50,29
San Francisco,28/10/2013,51,17
San Francisco,28/10/2013,54,24
San Francisco,28/10/2013,55,46
San Francisco,28/10/2013,56,26
San Francisco,28/10/2013,57,18
San Francisco,28/10/2013,58,6
San Francisco,28/10/2013,59,18
San Francisco,28/10/2013,60,30
San Francisco,28/10/2013,61,33
San Francisco,28/10/2013,62,21
San Francisco,28/10/2013,63,31
San Francisco,28/10/2013,64,27
San Francisco,28/10/2013,65,38
San Francisco,28/10/2013,66,23
San Francisco,28/10/2013,67,15
San Francisco,28/10/2013,68,14
San Francisco,28/10/2013,69,48
San Francisco,28/10/2013,70,71
San Francisco,28/10/2013,71,16
San Francisco,28/10/2013,72,27
San Francisco,28/10/2013,73,13
San Francisco,28/10/2013,74,43
San Francisco,28/10/2013,75,28
San Francisco,28/10/2013,76,34
San Francisco,28/10/2013,77,45
San Francisco,29/10/2013,39,19
San Francisco,29/10/2013,41,17
San Francisco,29/10/2013,42,12
San Francisco,29/10/2013,45,26
San Francisco,29/10/2013,46,6
San Francisco,29/10/2013,47,19
San Francisco,29/10/2013,48,17
San Francisco,29/10/2013,49,27
San Francisco,29/10/2013,50,28
San Francisco,29/10/2013,51,21
San Francisco,29/10/2013,54,19
San Francisco,29/10/2013,55,50
San Francisco,29/10/2013,56,25
San Francisco,29/10/2013,57,22
San Francisco,29/10/2013,58,3
San Francisco,29/10/2013,59,17
San Francisco,29/10/2013,60,35
San Francisco,29/10/2013,61,37
San Francisco,29/10/2013,62,35
San Francisco,29/10/2013,63,25
San Francisco,29/10/2013,64,35
San Francisco,29/10/2013,65,36
San Francisco,29/10/2013,66,21
San Francisco,29/10/2013,67,27
San Francisco,29/10/2013,68,10
San Francisco,29/10/2013,69,29
San Francisco,29/10/2013,70,88
San Francisco,29/10/2013,71,18
San Francisco,29/10/2013,72,22
San Francisco,29/10/2013,73,13
San Francisco,29/10/2013,74,57
San Francisco,29/10/2013,75,25
San Francisco,29/10/2013,76,38
San Francisco,29/10/2013,77,43
San Francisco,30/10/2013,39,25
San Francisco,30/10/2013,41,19
San Francisco,30/10/2013,42,11
San Francisco,30/10/2013,45,21
San Francisco,30/10/2013,46,10
San Francisco,30/10/2013,47,19
San Francisco,30/10/2013,48,17
San Francisco,30/10/2013,49,33
San Francisco,30/10/2013,50,45
San Francisco,30/10/2013,51,20
San Francisco,30/10/2013,54,20
San Francisco,30/10/2013,55,45
San Francisco,30/10/2013,56,17
San Francisco,30/10/2013,57,32
San Francisco,30/10/2013,58,5
San Francisco,30/10/2013,59,19
San Francisco,30/10/2013,60,39
San Francisco,30/10/2013,61,50
San Francisco,30/10/2013,62,38
San Francisco,30/10/2013,63,27
San Francisco,30/10/2013,64,37
San Francisco,30/10/2013,65,36
San Francisco,30/10/2013,66,30
San Francisco,30/10/2013,67,34
San Francisco,30/10/2013,68,18
San Francisco,30/10/2013,69,38
San Francisco,30/10/2013,70,76
San Francisco,30/10/2013,71,21
San Francisco,30/10/2013,72,26
San Francisco,30/10/2013,73,30
San Francisco,30/10/2013,74,53
San Francisco,30/10/2013,75,23
San Francisco,30/10/2013,76,39
San Francisco,30/10/2013,77,44
San Francisco,31/10/2013,39,34
San Francisco,31/10/2013,41,17
San Francisco,31/10/2013,42,15
San Francisco,31/10/2013,45,24
San Francisco,31/10/2013,46,30
San Francisco,31/10/2013,47,13
San Francisco,31/10/2013,48,19
San Francisco,31/10/2013,49,30
San Francisco,31/10/2013,50,54
San Francisco,31/10/2013,51,24
San Francisco,31/10/2013,54,18
San Francisco,31/10/2013,55,43
San Francisco,31/10/2013,56,24
San Francisco,31/10/2013,57,25
San Francisco,31/10/2013,58,13
San Francisco,31/10/2013,59,10
San Francisco,31/10/2013,60,50
San Francisco,31/10/2013,61,38
San Francisco,31/10/2013,62,26
San Francisco,31/10/2013,63,41
San Francisco,31/10/2013,64,38
San Francisco,31/10/2013,65,40
San Francisco,31/10/2013,66,21
San Francisco,31/10/2013,67,29
San Francisco,31/10/2013,68,26
San Francisco,31/10/2013,69,45
San Francisco,31/10/2013,70,73
San Francisco,31/10/2013,71,17
San Francisco,31/10/2013,72,23
San Francisco,31/10/2013,73,25
San Francisco,31/10/2013,74,45
San Francisco,31/10/2013,75,37
San Francisco,31/10/2013,76,31
San Francisco,31/10/2013,77,56
San Francisco,01/11/2013,39,36
San Francisco,01/11/2013,41,21
San Francisco,01/11/2013,42,15
San Francisco,01/11/2013,45,32
San Francisco,01/11/2013,46,10
San Francisco,01/11/2013,47,26
San Francisco,01/11/2013,48,16
San Francisco,01/11/2013,49,29
San Francisco,01/11/2013,50,51
San Francisco,01/11/2013,51,24
San Francisco,01/11/2013,54,31
San Francisco,01/11/2013,55,46
San Francisco,01/11/2013,56,27
San Francisco,01/11/2013,57,19
San Francisco,01/11/2013,58,11
San Francisco,01/11/2013,59,18
San Francisco,01/11/2013,60,44
San Francisco,01/11/2013,61,35
San Francisco,01/11/2013,62,41
San Francisco,01/11/2013,63,27
San Francisco,01/11/2013,64,32
San Francisco,01/11/2013,65,31
San Francisco,01/11/2013,66,29
San Francisco,01/11/2013,67,26
San Francisco,01/11/2013,68,15
San Francisco,01/11/2013,69,34
San Francisco,01/11/2013,70,72
San Francisco,01/11/2013,71,16
San Francisco,01/11/2013,72,36
San Francisco,01/11/2013,73,23
San Francisco,01/11/2013,74,32
San Francisco,01/11/2013,75,38
San Francisco,01/11/2013,76,44
San Francisco,01/11/2013,77,44
San Francisco,02/11/2013,39,22
San Francisco,02/11/2013,41,10
San Francisco,02/11/2013,42,4
San Francisco,02/11/2013,45,7
San Francisco,02/11/2013,46,19
San Francisco,02/11/2013,47,9
San Francisco,02/11/2013,48,10
San Francisco,02/11/2013,49,14
San Francisco,02/11/2013,50,44
San Francisco,02/11/2013,51,2
San Francisco,02/11/2013,54,17
San Francisco,02/11/2013,55,6
San Francisco,02/11/2013,56,7
San Francisco,02/11/2013,57,10
San Francisco,02/11/2013,58,13
San Francisco,02/11/2013,59,4
San Francisco,02/11/2013,60,48
San Francisco,02/11/2013,61,26
San Francisco,02/11/2013,62,10
San Francisco,02/11/2013,63,7
San Francisco,02/11/2013,64,14
San Francisco,02/11/2013,65,18
San Francisco,02/11/2013,66,11
San Francisco,02/11/2013,67,12
San Francisco,02/11/2013,68,24
San Francisco,02/11/2013,69,9
San Francisco,02/11/2013,70,18
San Francisco,02/11/2013,71,19
