city,date,station,trips
San Jose,20/09/2013,12,5
San Jose,20/09/2013,13,4
San Jose,20/09/2013,14,3
San Jose,20/09/2013,16,13
San Jose,21/09/2013,2,4
San Jose,21/09/2013,4,2
San Jose,21/09/2013,5,1
San Jose,21/09/2013,6,14
San Jose,21/09/2013,7,6
San Jose,21/09/2013,8,1
San Jose,21/09/2013,9,2
San Jose,21/09/2013,10,2
San Jose,21/09/2013,11,14
San Jose,21/09/2013,12,3
San Jose,21/09/2013,13,1
San Jose,21/09/2013,14,4
San Jose,21/09/2013,16,7
San Jose,22/09/2013,2,3
San Jose,22/09/2013,4,3
San Jose,22/09/2013,5,1
San Jose,22/09/2013,6,1
San Jose,22/09/2013,7,6
San Jose,22/09/2013,8,1
San Jose,22/09/2013,9,3
San Jose,22/09/2013,11,6
San Jose,22/09/2013,12,1
San Jose,22/09/2013,13,2
San Jose,22/09/2013,16,1
San Jose,23/09/2013,2,15
San Jose,23/09/2013,3,2
San Jose,23/09/2013,4,2
San Jose,23/09/2013,5,3
San Jose,23/09/2013,6,3
San Jose,23/09/2013,7,3
San Jose,23/09/2013,8,5
San Jose,23/09/2013,9,3
San Jose,23/09/2013,10,6
San Jose,23/09/2013,11,6
San Jose,23/09/2013,12,7
San Jose,23/09/2013,13,2
San Jose,23/09/2013,16,5
San Jose,24/09/2013,2,13
San Jose,24/09/2013,3,2
San Jose,24/09/2013,4,2
San Jose,24/09/2013,5,1
San Jose,24/09/2013,6,3
San Jose,24/09/2013,7,7
San Jose,24/09/2013,8,8
San Jose,24/09/2013,9,5
San Jose,24/09/2013,10,10
San Jose,24/09/2013,11,4
San Jose,24/09/2013,12,3
San Jose,24/09/2013,13,2
San Jose,24/09/2013,16,5
San Jose,25/09/2013,2,15
San Jose,25/09/2013,3,5
San Jose,25/09/2013,4,5
San Jose,25/09/2013,5,3
San Jose,25/09/2013,6,5
San Jose,25/09/2013,7,6
San Jose,25/09/2013,8,5
San Jose,25/09/2013,9,3
San Jose,25/09/2013,10,9
San Jose,25/09/2013,11,7
San Jose,25/09/2013,13,4
San Jose,25/09/2013,16,5
San Jose,26/09/2013,2,16
San Jose,26/09/2013,3,1
San Jose,26/09/2013,4,5
San Jose,26/09/2013,5,4
San Jose,26/09/2013,6,10
San Jose,26/09/2013,7,4
San Jose,26/09/2013,8,6
San Jose,26/09/2013,9,3
San Jose,26/09/2013,10,9
San Jose,26/09/2013,11,4
San Jose,26/09/2013,12,7
San Jose,26/09/2013,13,2
San Jose,26/09/2013,16,3
San Jose,27/09/2013,2,10
San Jose,27/09/2013,3,2
San Jose,27/09/2013,4,5
San Jose,27/09/2013,5,1
San Jose,27/09/2013,6,6
San Jose,27/09/2013,7,3
San Jose,27/09/2013,8,4
San Jose,27/09/2013,9,2
San Jose,27/09/2013,10,7
San Jose,27/09/2013,11,2
San Jose,27/09/2013,12,2
San Jose,27/09/2013,13,4
San Jose,27/09/2013,14,1
San Jose,27/09/2013,16,5
San Jose,28/09/2013,2,9
San Jose,28/09/2013,3,1
San Jose,28/09/2013,4,4
San Jose,28/09/2013,6,3
San Jose,28/09/2013,7,5
San Jose,28/09/2013,8,3
San Jose,28/09/2013,9,1
San Jose,28/09/2013,10,2
San Jose,28/09/2013,11,3
San Jose,28/09/2013,13,2
San Jose,28/09/2013,14,1
San Jose,28/09/2013,16,1
San Jose,29/09/2013,2,2
San Jose,29/09/2013,3,1
San Jose,29/09/2013,4,1
San Jose,29/09/2013,7,3
San Jose,29/09/2013,8,3
San Jose,29/09/2013,9,5
San Jose,29/09/2013,10,2
San Jose,29/09/2013,11,3
San Jose,30/09/2013,2,18
San Jose,30/09/2013,3,1
San Jose,30/09/2013,4,4
San Jose,30/09/2013,5,2
San Jose,30/09/2013,6,3
San Jose,30/09/2013,7,5
San Jose,30/09/2013,8,7
San Jose,30/09/2013,9,2
San Jose,30/09/2013,10,4
San Jose,30/09/2013,11,5
San Jose,30/09/2013,12,2
San Jose,30/09/2013,13,1
San Jose,30/09/2013,16,2
San Jose,01/10/2013,2,16
San Jose,01/10/2013,3,1
San Jose,01/10/2013,4,5
San Jose,01/10/2013,5,4
San Jose,01/10/2013,6,5
San Jose,01/10/2013,7,4
San Jose,01/10/2013,8,3
San Jose,01/10/2013,9,3
San Jose,01/10/2013,10,6
San Jose,01/10/2013,11,6
San Jose,01/10/2013,12,2
San Jose,01/10/2013,13,5
San Jose,01/10/2013,16,1
San Jose,02/10/2013,2,15
San Jose,02/10/2013,3,1
San Jose,02/10/2013,4,5
San Jose,02/10/2013,5,5
San Jose,02/10/2013,6,4
San Jose,02/10/2013,7,5
San Jose,02/10/2013,8,5
San Jose,02/10/2013,9,7
San Jose,02/10/2013,10,5
San Jose,02/10/2013,11,6
San Jose,02/10/2013,12,2
San Jose,02/10/2013,13,2
San Jose,02/10/2013,16,2
San Jose,03/10/2013,2,17
San Jose,03/10/2013,3,2
San Jose,03/10/2013,4,6
San Jose,03/10/2013,5,1
San Jose,03/10/2013,6,7
San Jose,03/10/2013,7,6
San Jose,03/10/2013,8,4
San Jose,03/10/2013,9,4
San Jose,03/10/2013,10,11
San Jose,03/10/2013,11,9
San Jose,03/10/2013,12,7
San Jose,03/10/2013,13,1
San Jose,03/10/2013,14,4
San Jose,03/10/2013,16,2
San Jose,04/10/2013,2,18
San Jose,04/10/2013,4,8
San Jose,04/10/2013,5,2
San Jose,04/10/2013,6,6
San Jose,04/10/2013,7,4
San Jose,04/10/2013,8,5
San Jose,04/10/2013,9,10
San Jose,04/10/2013,10,6
San Jose,04/10/2013,11,7
San Jose,04/10/2013,12,3
San Jose,04/10/2013,13,2
San Jose,04/10/2013,14,1
San Jose,04/10/2013,16,4
San Jose,05/10/2013,2,10
San Jose,05/10/2013,3,2
San Jose,05/10/2013,4,4
San Jose,05/10/2013,5,4
San Jose,05/10/2013,6,6
San Jose,05/10/2013,7,3
San Jose,05/10/2013,8,2
San Jose,05/10/2013,9,4
San Jose,05/10/2013,11,2
San Jose,05/10/2013,12,2
San Jose,05/10/2013,13,2
San Jose,05/10/2013,14,4
San Jose,05/10/2013,16,3
San Jose,06/10/2013,2,8
San Jose,06/10/2013,3,9
San Jose,06/10/2013,4,1
San Jose,06/10/2013,5,2
San Jose,06/10/2013,6,8
San Jose,06/10/2013,7,5
San Jose,06/10/2013,8,4
San Jose,06/10/2013,9,5
San Jose,06/10/2013,10,2
San Jose,06/10/2013,11,5
San Jose,06/10/2013,12,2
San Jose,06/10/2013,14,1
San Jose,06/10/2013,16,6
San Jose,07/10/2013,2,13
San Jose,07/10/2013,3,3
San Jose,07/10/2013,4,8
San Jose,07/10/2013,5,2
San Jose,07/10/2013,6,2
San Jose,07/10/2013,7,4
San Jose,07/10/2013,8,5
San Jose,07/10/2013,9,1
San Jose,07/10/2013,10,3
San Jose,07/10/2013,11,2
San Jose,07/10/2013,13,1
San Jose,07/10/2013,14,2
San Jose,07/10/2013,16,2
San Jose,08/10/2013,2,16
San Jose,08/10/2013,3,9
San Jose,08/10/2013,4,7
San Jose,08/10/2013,5,2
San Jose,08/10/2013,6,2
San Jose,08/10/2013,7,8
San Jose,08/10/2013,8,5
San Jose,08/10/2013,9,8
San Jose,08/10/2013,10,7
San Jose,08/10/2013,11,4
San Jose,08/10/2013,12,2
San Jose,08/10/2013,13,3
San Jose,08/10/2013,14,4
San Jose,08/10/2013,16,2
San Jose,09/10/2013,2,14
San Jose,09/10/2013,4,5
San Jose,09/10/2013,5,3
San Jose,09/10/2013,6,2
San Jose,09/10/2013,7,8
San Jose,09/10/2013,8,6
San Jose,09/10/2013,9,4
San Jose,09/10/2013,10,6
San Jose,09/10/2013,11,1
San Jose,09/10/2013,12,5
San Jose,09/10/2013,13,3
San Jose,09/10/2013,14,1
San Jose,09/10/2013,16,5
San Jose,10/10/2013,2,15
San Jose,10/10/2013,3,7
San Jose,10/10/2013,4,4
San Jose,10/10/2013,5,3
San Jose,10/10/2013,6,3
San Jose,10/10/2013,7,4
San Jose,10/10/2013,8,6
San Jose,10/10/2013,9,1
San Jose,10/10/2013,10,8
San Jose,10/10/2013,11,4
San Jose,10/10/2013,12,3
San Jose,10/10/2013,13,3
San Jose,10/10/2013,14,2
San Jose,10/10/2013,16,1
San Jose,11/10/2013,2,13
San Jose,11/10/2013,3,4
San Jose,11/10/2013,4,7
San Jose,11/10/2013,5,3
San Jose,11/10/2013,6,7
San Jose,11/10/2013,7,6
San Jose,11/10/2013,8,5
San Jose,11/10/2013,9,2
San Jose,11/10/2013,10,8
San Jose,11/10/2013,11,4
San Jose,11/10/2013,12,7
San Jose,11/10/2013,13,3
San Jose,11/10/2013,16,3
San Jose,12/10/2013,2,10
San Jose,12/10/2013,3,3
San Jose,12/10/2013,4,4
San Jose,12/10/2013,6,8
San Jose,12/10/2013,7,3
San Jose,12/10/2013,8,2
San Jose,12/10/2013,9,2
San Jose,12/10/2013,11,4
San Jose,12/10/2013,12,1
San Jose,12/10/2013,14,4
San Jose,12/10/2013,16,5
San Jose,13/10/2013,3,4
San Jose,13/10/2013,4,2
San Jose,13/10/2013,5,3
San Jose,13/10/2013,6,3
San Jose,13/10/2013,7,2
San Jose,13/10/2013,8,3
San Jose,13/10/2013,9,5
San Jose,13/10/2013,10,1
San Jose,13/10/2013,11,2
San Jose,13/10/2013,13,2
San Jose,13/10/2013,14,1
San Jose,13/10/2013,16,5
San Jose,14/10/2013,2,11
San Jose,14/10/2013,4,8
San Jose,14/10/2013,5,6
San Jose,14/10/2013,6,4
San Jose,14/10/2013,7,5
San Jose,14/10/2013,8,1
San Jose,14/10/2013,9,3
San Jose,14/10/2013,11,3
San Jose,14/10/2013,12,7
San Jose,14/10/2013,13,2
San Jose,14/10/2013,14,1
San Jose,14/10/2013,16,4
San Jose,15/10/2013,2,16
San Jose,15/10/2013,3,2
San Jose,15/10/2013,4,8
San Jose,15/10/2013,5,6
San Jose,15/10/2013,6,4
San Jose,15/10/2013,7,3
San Jose,15/10/2013,8,1
San Jose,15/10/2013,9,2
San Jose,15/10/2013,10,9
San Jose,15/10/2013,11,4
San Jose,15/10/2013,12,2
San Jose,15/10/2013,13,4
San Jose,15/10/2013,14,2
San Jose,15/10/2013,16,7
San Jose,16/10/2013,2,18
San Jose,16/10/2013,3,2
San Jose,16/10/2013,4,7
San Jose,16/10/2013,5,2
San Jose,16/10/2013,6,3
San Jose,16/10/2013,7,6
San Jose,16/10/2013,8,4
San Jose,16/10/2013,9,2
San Jose,16/10/2013,10,5
San Jose,16/10/2013,11,5
San Jose,16/10/2013,12,2
San Jose,16/10/2013,13,2
San Jose,16/10/2013,14,2
San Jose,16/10/2013,16,5
San Jose,17/10/2013,2,17
San Jose,17/10/2013,3,3
San Jose,17/10/2013,4,8
San Jose,17/10/2013,5,2
San Jose,17/10/2013,6,8
San Jose,17/10/2013,7,11
San Jose,17/10/2013,8,7
San Jose,17/10/2013,9,4
San Jose,17/10/2013,10,4
San Jose,17/10/2013,11,14
San Jose,17/10/2013,12,2
San Jose,17/10/2013,13,2
San Jose,17/10/2013,14,1
San Jose,17/10/2013,16,4
San Jose,18/10/2013,2,16
San Jose,18/10/2013,3,2
San Jose,18/10/2013,4,9
San Jose,18/10/2013,5,3
San Jose,18/10/2013,6,9
San Jose,18/10/2013,7,3
San Jose,18/10/2013,8,4
San Jose,18/10/2013,9,4
San Jose,18/10/2013,10,3
San Jose,18/10/2013,11,6
San Jose,18/10/2013,12,4
San Jose,18/10/2013,13,2
San Jose,18/10/2013,14,3
San Jose,18/10/2013,16,2
San Jose,19/10/2013,2,7
San Jose,19/10/2013,4,3
San Jose,19/10/2013,5,1
San Jose,19/10/2013,6,3
San Jose,19/10/2013,7,4
San Jose,19/10/2013,8,5
San Jose,19/10/2013,9,4
San Jose,19/10/2013,11,2
San Jose,19/10/2013,12,2
San Jose,19/10/2013,13,1
San Jose,19/10/2013,14,4
San Jose,19/10/2013,16,3
San Jose,20/10/2013,2,7
San Jose,20/10/2013,3,2
San Jose,20/10/2013,4,1
San Jose,20/10/2013,5,1
San Jose,20/10/2013,6,1
San Jose,20/10/2013,7,7
San Jose,20/10/2013,8,6
San Jose,20/10/2013,9,3
San Jose,20/10/2013,10,1
San Jose,20/10/2013,11,2
San Jose,20/10/2013,13,2
San Jose,20/10/2013,14,6
San Jose,20/10/2013,16,1
San Jose,21/10/2013,2,17
San Jose,21/10/2013,3,3
San Jose,21/10/2013,4,10
San Jose,21/10/2013,5,1
San Jose,21/10/2013,6,3
San Jose,21/10/2013,7,7
San Jose,21/10/2013,8,6
San Jose,21/10/2013,9,3
San Jose,21/10/2013,10,7
San Jose,21/10/2013,11,3
San Jose,21/10/2013,12,3
San Jose,21/10/2013,13,1
San Jose,21/10/2013,14,4
San Jose,21/10/2013,16,3
San Jose,22/10/2013,2,14
San Jose,22/10/2013,3,2
San Jose,22/10/2013,4,8
San Jose,22/10/2013,5,5
San Jose,22/10/2013,6,9
San Jose,22/10/2013,7,6
San Jose,22/10/2013,8,4
San Jose,22/10/2013,9,5
San Jose,22/10/2013,10,8
San Jose,22/10/2013,11,11
San Jose,22/10/2013,12,1
San Jose,22/10/2013,13,4
San Jose,22/10/2013,14,5
San Jose,22/10/2013,16,2
San Jose,23/10/2013,2,16
San Jose,23/10/2013,3,1
San Jose,23/10/2013,4,6
San Jose,23/10/2013,5,1
San Jose,23/10/2013,6,4
San Jose,23/10/2013,7,11
San Jose,23/10/2013,8,10
San Jose,23/10/2013,9,3
San Jose,23/10/2013,10,6
San Jose,23/10/2013,11,4
San Jose,23/10/2013,12,7
San Jose,23/10/2013,13,4
San Jose,23/10/2013,14,3
San Jose,23/10/2013,16,10
San Jose,24/10/2013,2,18
San Jose,24/10/2013,3,12
San Jose,24/10/2013,4,10
San Jose,24/10/2013,5,1
San Jose,24/10/2013,6,12
San Jose,24/10/2013,7,15
San Jose,24/10/2013,8,6
San Jose,24/10/2013,9,5
San Jose,24/10/2013,10,8
San Jose,24/10/2013,11,6
San Jose,24/10/2013,12,5
San Jose,24/10/2013,13,6
San Jose,24/10/2013,14,2
San Jose,25/10/2013,2,17
San Jose,25/10/2013,3,1
San Jose,25/10/2013,4,8
San Jose,25/10/2013,5,5
San Jose,25/10/2013,6,5
San Jose,25/10/2013,7,4
San Jose,25/10/2013,8,8
San Jose,25/10/2013,9,1
San Jose,25/10/2013,10,6
San Jose,25/10/2013,11,2
San Jose,25/10/2013,12,2
San Jose,25/10/2013,13,1
San Jose,25/10/2013,14,1
San Jose,25/10/2013,16,2
San Jose,26/10/2013,2,4
San Jose,26/10/2013,3,2
San Jose,26/10/2013,4,3
San Jose,26/10/2013,5,1
San Jose,26/10/2013,6,1
San Jose,26/10/2013,7,1
San Jose,26/10/2013,8,2
San Jose,26/10/2013,9,3
San Jose,26/10/2013,10,5
San Jose,26/10/2013,12,3
San Jose,26/10/2013,14,4
San Jose,27/10/2013,2,3
San Jose,27/10/2013,3,1
San Jose,27/10/2013,4,2
San Jose,27/10/2013,6,2
San Jose,27/10/2013,7,2
San Jose,27/10/2013,8,5
San Jose,27/10/2013,9,1
San Jose,27/10/2013,11,2
San Jose,27/10/2013,12,2
San Jose,27/10/2013,13,4
San Jose,27/10/2013,14,4
San Jose,27/10/2013,16,3
San Jose,28/10/2013,2,10
San Jose,28/10/2013,3,4
San Jose,28/10/2013,4,6
San Jose,28/10/2013,5,5
San Jose,28/10/2013,6,4
San Jose,28/10/2013,7,5
San Jose,28/10/2013,8,7
San Jose,28/10/2013,9,4
San Jose,28/10/2013,10,7
San Jose,28/10/2013,11,8
San Jose,28/10/2013,12,4
San Jose,28/10/2013,13,3
San Jose,28/10/2013,14,2
San Jose,28/10/2013,16,3
San Jose,29/10/2013,2,14
San Jose,29/10/2013,3,1
San Jose,29/10/2013,4,6
San Jose,29/10/2013,5,1
San Jose,29/10/2013,6,6
San Jose,29/10/2013,7,2
San Jose,29/10/2013,8,2
San Jose,29/10/2013,9,1
San Jose,29/10/2013,10,5
San Jose,29/10/2013,11,5
San Jose,29/10/2013,12,5
San Jose,29/10/2013,13,1
San Jose,29/10/2013,14,3
San Jose,29/10/2013,16,2
San Jose,30/10/2013,2,19
San Jose,30/10/2013,3,1
San Jose,30/10/2013,4,9
San Jose,30/10/2013,5,4
San Jose,30/10/2013,6,8
San Jose,30/10/2013,7,4
San Jose,30/10/2013,8,8
San Jose,30/10/2013,9,2
San Jose,30/10/2013,10,6
San Jose,30/10/2013,11,4
San Jose,30/10/2013,12,6
San Jose,30/10/2013,14,3
San Jose,30/10/2013,16,3
San Jose,31/10/2013,2,15
San Jose,31/10/2013,3,2
San Jose,31/10/2013,4,5
San Jose,31/10/2013,5,4
San Jose,31/10/2013,6,10
San Jose,31/10/2013,7,7
San Jose,31/10/2013,8,3
San Jose,31/10/2013,9,2
San Jose,31/10/2013,10,6
San Jose,31/10/2013,11,3
San Jose,31/10/2013,12,3
San Jose,31/10/2013,13,4
San Jose,31/10/2013,14,2
San Jose,31/10/2013,16,4
San Jose,01/11/2013,2,14
San Jose,01/11/2013,4,10
San Jose,01/11/2013,5,3
San Jose,01/11/2013,6,3
San Jose,01/11/2013,7,3
San Jose,01/11/2013,8,6
San Jose,01/11/2013,9,2
San Jose,01/11/2013,10,3
San Jose,01/11/2013,11,1
San Jose,01/11/2013,12,2
San Jose,01/11/2013,13,3
San Jose,01/11/2013,16,2
San Jose,02/11/2013,2,5
San Jose,02/11/2013,3,2
San Jose,02/11/2013,4,2
San Jose,02/11/2013,6,1
San Jose,02/11/2013,7,4
San Jose,02/11/2013,8,2
San Jose,02/11/2013,9,2
San Jose,02/11/2013,10,2
San Jose,02/11/2013,11,1
San Jose,02/11/2013,12,1
San Jose,03/11/2013,2,3
San Jose,03/11/2013,3,2
San Jose,03/11/2013,4,1
San Jose,03/11/2013,7,1
San Jose,03/11/2013,8,3
San Jose,03/11/2013,9,2
San Jose,03/11/2013,11,1
San Jose,03/11/2013,12,2
San Jose,03/11/2013,14,4
San Jose,03/11/2013,16,1
San Jose,04/11/2013,2,14
San Jose,04/11/2013,4,4
San Jose,04/11/2013,5,1
San Jose,04/11/2013,6,2
San Jose,04/11/2013,7,4
San Jose,04/11/2013,8,5
San Jose,04/11/2013,9,1
San Jose,04/11/2013,10,9
San Jose,04/11/2013,11,2
San Jose,04/11/2013,12,2
San Jose,04/11/2013,13,3
San Jose,04/11/2013,14,2
San Jose,04/11/2013,16,4
San Jose,05/11/2013,2,19
San Jose,05/11/2013,3,1
San Jose,05/11/2013,4,5
San Jose,05/11/2013,5,2
San Jose,05/11/2013,6,6
San Jose,05/11/2013,7,4
San Jose,05/11/2013,8,7
San Jose,05/11/2013,9,4
San Jose,05/11/2013,10,8
San Jose,05/11/2013,11,5
San Jose,05/11/2013,12,3
San Jose,05/11/2013,13,3
San Jose,05/11/2013,14,2
San Jose,05/11/2013,16,1
San Jose,06/11/2013,2,12
San Jose,06/11/2013,3,1
San Jose,06/11/2013,4,5
San Jose,06/11/2013,5,2
San Jose,06/11/2013,6,4
San Jose,06/11/2013,7,5
San Jose,06/11/2013,8,5
San Jose,06/11/2013,9,2
San Jose,06/11/2013,10,8
San Jose,06/11/2013,11,4
San Jose,06/11/2013,12,1
San Jose,06/11/2013,13,2
San Jose,06/11/2013,14,1
San Jose,06/11/2013,16,3
San Jose,07/11/2013,2,18
San Jose,07/11/2013,3,4
San Jose,07/11/2013,4,9
San Jose,07/11/2013,5,2
San Jose,07/11/2013,6,4
San Jose,07/11/2013,7,5
San Jose,07/11/2013,8,5
San Jose,07/11/2013,9,2
San Jose,07/11/2013,10,8
San Jose,07/11/2013,11,3
San Jose,07/11/2013,12,2
San Jose,07/11/2013,13,4
San Jose,07/11/2013,14,5
San Jose,07/11/2013,16,4
San Jose,08/11/2013,2,8
San Jose,08/11/2013,3,3
San Jose,08/11/2013,4,6
San Jose,08/11/2013,6,3
San Jose,08/11/2013,7,4
San Jose,08/11/2013,8,5
San Jose,08/11/2013,9,1
San Jose,08/11/2013,10,1
San Jose,08/11/2013,12,3
San Jose,08/11/2013,14,3
San Jose,08/11/2013,16,4
San Jose,09/11/2013,2,1
San Jose,09/11/2013,3,3
San Jose,09/11/2013,6,4
San Jose,09/11/2013,7,6
San Jose,09/11/2013,8,1
San Jose,09/11/2013,9,1
San Jose,09/11/2013,10,1
San Jose,09/11/2013,11,1
San Jose,09/11/2013,12,6
San Jose,09/11/2013,13,3
San Jose,09/11/2013,16,7
San Jose,10/11/2013,2,3
San Jose,10/11/2013,4,2
San Jose,10/11/2013,6,6
San Jose,10/11/2013,7,5
San Jose,10/11/2013,8,4
San Jose,10/11/2013,9,1
San Jose,10/11/2013,11,2
San Jose,10/11/2013,13,1
San Jose,10/11/2013,14,1
San Jose,11/11/2013,2,15
San Jose,11/11/2013,3,3
San Jose,11/11/2013,4,7
San Jose,11/11/2013,5,2
San Jose,11/11/2013,6,3
San Jose,11/11/2013,8,2
San Jose,11/11/2013,10,3
San Jose,11/11/2013,12,3
San Jose,11/11/2013,14,5
San Jose,11/11/2013,16,5
San Jose,12/11/2013,2,16
San Jose,12/11/2013,3,2
San Jose,12/11/2013,4,7
San Jose,12/11/2013,5,1
San Jose,12/11/2013,6,6
San Jose,12/11/2013,7,2
San Jose,12/11/2013,8,4
San Jose,12/11/2013,9,3
San Jose,12/11/2013,10,6
San Jose,12/11/2013,11,4
San Jose,12/11/2013,12,2
San Jose,12/11/2013,13,2
San Jose,12/11/2013,14,1
San Jose,12/11/2013,16,1
San Jose,13/11/2013,2,15
San Jose,13/11/2013,3,1
San Jose,13/11/2013,4,2
San Jose,13/11/2013,5,2
San Jose,13/11/2013,6,3
San Jose,13/11/2013,7,4
San Jose,13/11/2013,8,6
San Jose,13/11/2013,9,2
San Jose,13/11/2013,10,8
San Jose,13/11/2013,11,2
San Jose,13/11/2013,12,1
San Jose,13/11/2013,13,2
San Jose,13/11/2013,14,2
San Jose,13/11/2013,16,3
San Jose,14/11/2013,2,22
San Jose,14/11/2013,3,3
San Jose,14/11/2013,4,8
San Jose,14/11/2013,5,2
San Jose,14/11/2013,6,3
San Jose,14/11/2013,7,4
San Jose,14/11/2013,8,2
San Jose,14/11/2013,9,3
San Jose,14/11/2013,10,7
San Jose,14/11/2013,11,3
San Jose,14/11/2013,12,1
San Jose,14/11/2013,13,4
San Jose,14/11/2013,14,1
San Jose,14/11/2013,16,3
San Jose,15/11/2013,2,12
San Jose,15/11/2013,3,2
San Jose,15/11/2013,4,4
San Jose,15/11/2013,5,1
San Jose,15/11/2013,6,10
San Jose,15/11/2013,7,5
San Jose,15/11/2013,8,5
San Jose,15/11/2013,9,3
San Jose,15/11/2013,10,6
San Jose,15/11/2013,11,4
San Jose,15/11/2013,13,3
San Jose,15/11/2013,14,2
San Jose,15/11/2013,16,3
San Jose,16/11/2013,2,4
San Jose,16/11/2013,3,3
San Jose,16/11/2013,5,1
San Jose,16/11/2013,7,4
San Jose,16/11/2013,8,2
San Jose,16/11/2013,9,1
San Jose,16/11/2013,11,3
San Jose,16/11/2013,12,1
San Jose,16/11/2013,14,2
San Jose,16/11/2013,16,3
San Jose,17/11/2013,2,3
San Jose,17/11/2013,3,1
San Jose,17/11/2013,4,1
San Jose,17/11/2013,6,2
San Jose,17/11/2013,7,4
San Jose,17/11/2013,8,1
San Jose,17/11/2013,11,1
San Jose,17/11/2013,12,1
San Jose,17/11/2013,16,2
San Jose,18/11/2013,2,12
San Jose,18/11/2013,4,5
San Jose,18/11/2013,5,1
San Jose,18/11/2013,6,3
San Jose,18/11/2013,7,4
San Jose,18/11/2013,9,1
San Jose,18/11/2013,10,6
San Jose,18/11/2013,12,2
San Jose,18/11/2013,13,2
San Jose,18/11/2013,14,1
San Jose,18/11/2013,16,2
San Jose,19/11/2013,2,15
San Jose,19/11/2013,3,1
San Jose,19/11/2013,4,6
San Jose,19/11/2013,5,2
San Jose,19/11/2013,6,3
San Jose,19/11/2013,7,3
San Jose,19/11/2013,8,1
San Jose,19/11/2013,9,2
San Jose,19/11/2013,10,5
San Jose,19/11/2013,11,3
San Jose,19/11/2013,12,1
San Jose,19/11/2013,13,1
San Jose,19/11/2013,14,1
San Jose,19/11/2013,16,2
San Jose,20/11/2013,2,15
San Jose,20/11/2013,3,1
San Jose,20/11/2013,4,5
San Jose,20/11/2013,5,1
San Jose,20/11/2013,6,3
San Jose,20/11/2013,7,4
San Jose,20/11/2013,8,2
San Jose,20/11/2013,9,1
San Jose,20/11/2013,10,4
San Jose,20/11/2013,11,1
San Jose,20/11/2013,13,2
San Jose,20/11/2013,16,1
San Jose,21/11/2013,2,16
San Jose,21/11/2013,4,8
San Jose,21/11/2013,5,5
San Jose,21/11/2013,6,2
San Jose,21/11/2013,7,7
San Jose,21/11/2013,8,2
San Jose,21/11/2013,9,3
San Jose,21/11/2013,10,4
San Jose,21/11/2013,11,3
San Jose,21/11/2013,12,3
San Jose,21/11/2013,13,4
San Jose,21/11/2013,14,7
San Jose,21/11/2013,16,3
San Jose,22/11/2013,2,13
San Jose,22/11/2013,3,5
San Jose,22/11/2013,4,6
San Jose,22/11/2013,5,4
San Jose,22/11/2013,6,8
San Jose,22/11/2013,7,2
San Jose,22/11/2013,8,1
San Jose,22/11/2013,9,4
San Jose,22/11/2013,10,5
San Jose,22/11/2013,11,1
San Jose,22/11/2013,12,2
San Jose,22/11/2013,13,3
San Jose,22/11/2013,16,2
San Jose,23/11/2013,2,6
San Jose,23/11/2013,3,8
San Jose,23/11/2013,4,2
San Jose,23/11/2013,6,6
San Jose,23/11/2013,7,2
San Jose,23/11/2013,8,6
San Jose,23/11/2013,9,8
San Jose,23/11/2013,11,1
San Jose,23/11/2013,12,3
San Jose,23/11/2013,13,1
San Jose,23/11/2013,14,6
San Jose,23/11/2013,16,5
San Jose,24/11/2013,2,2
San Jose,24/11/2013,3,6
San Jose,24/11/2013,4,2
San Jose,24/11/2013,6,8
San Jose,24/11/2013,7,7
San Jose,24/11/2013,8,4
San Jose,24/11/2013,9,3
San Jose,24/11/2013,11,4
San Jose,24/11/2013,13,2
San Jose,24/11/2013,14,1
San Jose,24/11/2013,16,2
San Jose,25/11/2013,2,12
San Jose,25/11/2013,3,3
San Jose,25/11/2013,4,7
San Jose,25/11/2013,6,3
San Jose,25/11/2013,7,7
San Jose,25/11/2013,8,4
San Jose,25/11/2013,9,3
San Jose,25/11/2013,10,7
San Jose,25/11/2013,11,4
San Jose,25/11/2013,12,1
San Jose,25/11/2013,13,2
San Jose,25/11/2013,16,5
San Jose,26/11/2013,2,16
San Jose,26/11/2013,4,7
San Jose,26/11/2013,5,3
San Jose,26/11/2013,6,4
San Jose,26/11/2013,7,5
San Jose,26/11/2013,8,3
San Jose,26/11/2013,9,3
San Jose,26/11/2013,10,10
San Jose,26/11/2013,11,3
San Jose,26/11/2013,12,5
San Jose,26/11/2013,13,2
San Jose,26/11/2013,16,3
San Jose,27/11/2013,2,7
San Jose,27/11/2013,3,3
San Jose,27/11/2013,4,5
San Jose,27/11/2013,5,3
San Jose,27/11/2013,6,7
San Jose,27/11/2013,7,2
San Jose,27/11/2013,8,3
San Jose,27/11/2013,9,5
San Jose,27/11/2013,10,6
San Jose,27/11/2013,11,2
San Jose,27/11/2013,13,3
San Jose,27/11/2013,14,7
San Jose,27/11/2013,16,3
San Jose,28/11/2013,2,3
San Jose,28/11/2013,4,1
San Jose,28/11/2013,9,1
San Jose,28/11/2013,12,1
San Jose,28/11/2013,13,2
San Jose,29/11/2013,2,3
San Jose,29/11/2013,3,1
San Jose,29/11/2013,4,2
San Jose,29/11/2013,6,5
San Jose,29/11/2013,7,3
San Jose,29/11/2013,9,4
San Jose,29/11/2013,11,1
San Jose,29/11/2013,14,3
San Jose,29/11/2013,16,2
