id;point;convert_point;name;oldName;isActive;station;institute;trackNo;usableLength;trackSurface;frameType;frontLength;lighting;plkId;isEsriStation
1;0xE6100000010CC0DA6EA8F674494080EAD848DFE92D40;POINT (14.956781651000028 50.91377740300004);Bogatynia;Bogatynia;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";52894;1
2;0xE6100000010CC857311840884940609A249BCD713040;POINT (16.444543549000059 51.064456009000025);Łagiewniki Średzkie;Łagiewniki Średzkie;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";53488;1
3;0xE6100000010CC84001F555B5494000C1B9ECFBD22F40;POINT (15.912078283000028 51.416685701000063);Chocianów;Chocianów;nie;" ";Wrocław;" ";" ";" ";" ";" ";" ";54262;1
4;0xE6100000010C08C539317ED14940201B879CEC1F2E40;POINT (15.062352077000071 51.636663583000029);Sieniawa Żarska;Sieniawa Żarska;tak;" ";Zielona Góra;" ";" ";" ";" ";" ";" ";41616;1
5;0xE6100000010C60E5C81E2FD8494010C880B4CBAC3040;POINT (16.674983293000025 51.68893799600005);Zaborowice;Zaborowice;nie;" ";Ostrów Wielkopolski;" ";" ";" ";" ";" ";" ";44529;1
6;0xE6100000010CD828D80A50D64940302C917BA28A3040;POINT (16.541541789000064 51.674317699000028);Góra Śląska;Góra;nie;" ";Ostrów Wielkopolski;" ";" ";" ";" ";" ";" ";44552;1
7;0xE6100000010CE0FE661374E8494040CA503B9A7C3040;POINT (16.486728389000064 51.816042352000068);Lasocice;Lasocice;tak;" ";Ostrów Wielkopolski;" ";" ";" ";" ";" ";" ";42879;1
8;0xE6100000010C708996882C64494040BB7A316EB22F40;POINT (15.848496958000055 50.782609056000069);Kowary Średnie;Kowary Średnie;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56275;1
9;0xE6100000010C98FFFD87064F4A40B0AA69149B483740;POINT (23.28361632900004 52.617386817000067);Suchowolce;Suchowolce;tak;" ";Białystok;" ";" ";" ";" ";" ";" ";25312;1
10;0xE6100000010C90EDBF7F87824A409044DAC61F853640;POINT (22.520016125000041 53.019760102000077);Kulesze Kościelne;Kulesze Kościelne;tak;" ";Białystok;" ";" ";" ";" ";" ";" ";23531;1
11;0xE6100000010C00E19185A36F4A4070483A4287573340;POINT (19.341907634000052 52.872177788000045);Skępe;Skępe;tak;" ";Bydgoszcz;" ";" ";" ";" ";" ";" ";20040;1
12;0xE6100000010C8077A8C933904A4050B8C8F1CE593440;POINT (20.350813972000026 53.12658043600004);Mława;Mława;tak;" ";Olsztyn;" ";" ";" ";" ";" ";" ";37226;1
13;0xE6100000010CE01FBED24DA44A4070FF3151DDEF3440;POINT (20.93697078200006 53.283624976000056);Chorzele;Chorzele;nie;" ";Siedlce;" ";" ";" ";" ";" ";" ";23416;1
14;0xE6100000010C68BF04C7D5FB4940B013178780263440;POINT (20.150398677000055 51.967461469000057);Skierniewice;Skierniewice;tak;Skierniewice;Łódź;19;328;P-8685;" ";300;jest;47001;1
15;0xE6100000010C200BEE2D033A4A40505867CBA5023540;POINT (21.010342324000078 52.453222028000027);Zegrze;Zegrze Południowe;tak;" ";Warszawa;" ";" ";" ";" ";" ";" ";119206;1
16;0xE6100000010C48D899AACA384A408032B5353AB43440;POINT (20.704013211000074 52.443684888000064);Modlin;Modlin;tak;" ";Warszawa;" ";" ";" ";" ";" ";" ";36467;1
17;0xE6100000010C20AAB82A761C4A4040DE073419F63440;POINT (20.961322071000041 52.222356167000044);Warszawa Wola;Warszawa-Wola;tak;" ";Warszawa;" ";" ";" ";" ";" ";" ";33423;1
18;0xE6100000010CD8C89986DE774A40F0500071C98F3340;POINT (19.561667502000034 52.936478448000059);Szczutowo;Szczutowo;tak;" ";Bydgoszcz;" ";" ";" ";" ";" ";" ";32763;1
19;0xE6100000010C58D5C5EC737A4A40400C9A6820E92D40;POINT (14.955325383000059 52.956662747000053);Głazów;Głazów;tak;Głazów;Szczecin;5;418;P - 2595,R-619;boczna;P-220, R-60;nie ma;13664;1
20;0xE6100000010C70163FF8D6A54A4020B039BB40022E40;POINT (15.004400111000052 53.295622855000033);Stargard Sz.Kluczewo;Stargard Szczecinski-Klu;tak;" ";Szczecin;" ";" ";" ";" ";" ";" ";2550;1
21;0xE6100000010CB03EBF3E66954A4000CEEDCD8B9A2E40;POINT (15.301847873000042 53.167182773000036);Ziemomyśl;Ziemomyśl;tak;" ";Szczecin;" ";" ";" ";" ";" ";" ";29488;1
22;0xE6100000010C08626375A3B34A40E09EEA7446823740;POINT (23.508887584000036 53.403425859000038);Sokółka;Sokółka;tak;Sokółka;Białystok;16s;65;P-6063;" ";60;jest;24802;1
23;0xE6100000010C70F44828A2E64A40B09591666B5F3640;POINT (22.372732554000038 53.801823650000074);Ełk Szyba Wschód;Ełk-szyba wschód;tak;" ";Olsztyn;" ";" ";" ";" ";" ";" ";12237;1
24;0xE6100000010CA00EE92C7D1F4B40C0619B61DE3F3540;POINT (21.249487019000071 54.246007551000048);Modgarby;Modgarby;tak;" ";Olsztyn;" ";" ";" ";" ";" ";" ";10116;1
25;0xE6100000010C986054993CD84A40503AAA6AE7933140;POINT (17.577749888000028 53.689349333000052);Chojnice;Chojnice;tak;Chojnice;Gdynia;7;462;R - 452;" ";22;jest;15602;1
26;0xE6100000010C784D2E84A41E4B40C0E74887B7193140;POINT (17.100456672000064 54.239395640000055);Zielin Miastecki;Zielin;nie;" ";Szczecin;" ";" ";" ";" ";" ";" ";4846;1
27;0xE6100000010CC85E7B1502D94840300DD5971CEF3440;POINT (20.934030046000032 49.695376096000075);Jankowa;Jankowa;tak;" ";Nowy Sącz;" ";" ";" ";" ";" ";" ";81133;1
28;0xE6100000010C2008F73A91074940607140D190863340;POINT (19.525647238000033 50.059119578000036);Spalona;Spalona;nie;" ";Kraków;" ";" ";" ";" ";" ";" ";-1;1
29;0xE6100000010C18E501E8D416494060BA57EDE7143340;POINT (19.081663927000022 50.178372384000056);Mysłowice Wesoła;Mysłowice Wesoła;tak;" ";Sosnowiec;" ";" ";" ";" ";" ";" ";178375;1
30;0xE6100000010CB89B889AC23E494010244E1FE8F53140;POINT (17.960573155000077 50.490313832000027);Krapkowice;Krapkowice-Otmęt;nie;" ";Opole;" ";" ";" ";" ";" ";" ";61952;1
31;0xE6100000010CE02F7B533D3A49400083F4B9FFDA3140;POINT (17.855464575000042 50.45499652400008);Strzeleczki;Strzeleczki;nie;" ";Opole;" ";" ";" ";" ";" ";" ";57059;1
32;0xE6100000010C606CEB8B6A374940D02CDB8404C53140;POINT (17.769600204000028 50.432939043000033);Moszna;Zielina;nie;" ";Opole;" ";" ";" ";" ";" ";" ";57034;1
33;0xE6100000010C100932B122C3494020818D65A62D3540;POINT (21.178320262000057 51.524496221000049);Bartodzieje;Bartodzieje;tak;" ";Skarżysko-Kamienna;" ";" ";" ";" ";" ";" ";48421;1
34;0xE6100000010C780B24959AF649400045699FA9173540;POINT (21.092431987000055 51.926592486000061);Sułkowice;Sułkowice;tak;" ";Skarżysko-Kamienna;" ";" ";" ";" ";" ";" ";48611;1
35;0xE6100000010CA02DBC3FDCD8494050398E48292C3540;POINT (21.172504935000063 51.694221465000055);Strzyżyna;Strzyżyna;tak;" ";Skarżysko-Kamienna;" ";" ";" ";" ";" ";" ";48561;1
36;0xE6100000010CB86277D5D14D4940D039096313B73440;POINT (20.715139570000076 50.607966121000061);Chmielnik;Chmielnik;tak;" ";Kielce;" ";" ";" ";" ";" ";" ";64261;1
37;0xE6100000010C684F7F1933C3494070BC4C38E74B3140;POINT (17.296496886000057 51.524996936000036);Milicz;Milicz;tak;Milicz;Wrocław;6;117;P-3240;" ";50;jest;59675;1
38;0xE6100000010C3834FE7A0EBC4940402AA712A5E63040;POINT (16.900956312000062 51.469191908000028);Żmigród;Żmigród;tak;" ";Wrocław;" ";" ";" ";" ";" ";" ";44420;1
39;0xE6100000010CC0953F8ECFC44A4040EEE4782A3D3040;POINT (16.238929325000072 53.537584096000046);Czaplinek;Czaplinek;tak;Czaplinek;Szczecin;20;568;P-4144;" ";50;jest;3368;1
40;0xE6100000010C088F143628C74A4080AF1F7ED80E2F40;POINT (15.528995458000054 53.555914650000034);Runowo Pomorskie;Runowo Pomorskie;tak;Runowo Pomorskie;Szczecin;19;455;P - 5280;" ";308;jest;3467;1
41;0xE6100000010C20CD6A8475364A40401CA33000C83440;POINT (20.781252899000037 52.425461342000062);Janówek;Nowy Dwór Mazowiecki;tak;" ";Warszawa;" ";" ";" ";" ";" ";" ";36541;1
42;0xE6100000010CC8EA83BDAD334B408083EEE637AA3240;POINT (18.664915498000028 54.403739633000043);Gdańsk Nowy Port;Gdańsk-Nowy Port;tak;" ";Gdynia;" ";" ";" ";" ";" ";" ";7708;1
43;0xE6100000010CD8A8CC3C15FE4840B0C4B5146F0F3440;POINT (20.060288710000066 49.985023117000026);Wieliczka Rynek Kopalnia;Wieliczka Rynek;tak;" ";Kraków;" ";" ";" ";" ";" ";" ";80457;1
44;0xE6100000010C50D5A193983C4A40E093E0175BBE3440;POINT (20.743577473000073 52.473406271000044);Pomiechówek;Modlin;tak;" ";Warszawa;" ";" ";" ";" ";" ";" ";36475;1
45;0xE6100000010CA021598321F34A40C070A580AF842C40;POINT (14.259151478000035 53.899460238000074);Świnoujście Port;Świnoujście-Przytor;tak;" ";Szczecin;" ";" ";" ";" ";" ";" ";1073;1
46;0xE6100000010CA0E9458A544E49400000ED3F99823040;POINT (16.510150905000046 50.611954960000048);Zdrojowisko;Zdrójowisko;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";57968;1
47;0xE6100000010C78BE194E3C4B4940C0941CB22C833040;POINT (16.512400753000065 50.587777865000078);Nowa Ruda Przedmieście;Nowa Ruda-Przedmieście;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";57950;1
48;0xE6100000010C784472BD63434940C000B8EF57813040;POINT (16.505248053000059 50.526481324000031);Ścinawka Średnia;Ścinawka Średnia;tak;Ścinawka Średnia;Wałbrzych;6a;41;R 335;boczno - czołowa;25;jest;57901;1
49;0xE6100000010CE0B789163D414940A06CE31F1BC23040;POINT (16.758226388000026 50.509676759000058);Bardo Przyłęk;Bardo-Przyłęk;tak;Bardo Przyłęk;Opole;6;269;P- 600;" ";41;jest;56481;1
50;0xE6100000010C883ECDD3BD3E4940E026E9C211923040;POINT (16.570583517000046 50.490168071000028);Gorzuchów Kłodzki;Gorzuchów;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";57349;1
51;0xE6100000010CB0211A452552494020702FD370683040;POINT (16.407971572000065 50.641762388000075);Bartnica;Bartnica;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55194;1
52;0xE6100000010CC8EB8E20F050494030C23A86AE6E3040;POINT (16.432350530000065 50.632328100000052);Świerki Dolne;Świerki Dolne;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";57984;1
53;0xE6100000010C189B72CC4C4F4940B002623D2E7B3040;POINT (16.481174313000054 50.619531208000069);Ludwikowice Kłodzkie;Ludwikowice Kłodzkie;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";57976;1
54;0xE6100000010C401020B0E3494940C04E9F610D7F3040;POINT (16.496297933000051 50.577260986000056);Nowa Ruda;Nowa Ruda;tak;Nowa Ruda;Wałbrzych;11;188;P 2000;" ";122;nie ma;57943;1
55;0xE6100000010CC8823664FC72494000918120E69F3040;POINT (16.624605209000038 50.898327376000054);Szczepanów;Szczepanów;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54858;1
56;0xE6100000010C78AFD05D4B704940004CEA228A963040;POINT (16.58804529400004 50.877300002000027);Marcinowice Świdnickie;Marcinowice Świdnickie;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54833;1
57;0xE6100000010C3048BE75B26D4940109D103AE8873040;POINT (16.530887250000035 50.85700866500008);Pszenno;Pszenno;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54825;1
58;0xE6100000010CC091B5FDE06A494030EF527304813040;POINT (16.503974159000052 50.834991182000067);Świdnica Przedm.;Świdnica Przedm.;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54700;1
59;0xE6100000010CE072CF094D5F494030187031E79D3040;POINT (16.616808977000062 50.744538523000074);Dzierżoniów Śląski;Dzierżoniów Śląski;tak;Dzierżoniów Śląski;Opole;26;561;P - 3600;" ";173;jest;54908;1
60;0xE6100000010CD083E49FC456494020E2CCDAE6C53040;POINT (16.773053813000047 50.677875506000078);Piława Górna;Pilawa Górna;tak;Piława Górna;Opole;11;278;P - 750;" ";40;nie ma;54999;1
61;0xE6100000010C98F52733D6624940A06B7C267B943040;POINT (16.580004125000073 50.77216186000004);Mościsko Dzierżoniowskie;Mościsko Dzierżoniowskie;tak;" ";Opole;" ";" ";" ";" ";" ";" ";54973;1
62;0xE6100000010C8005E644A2654940B0AD39F6A2873040;POINT (16.529830350000054 50.79401456100004);Krzyżowa;Krzyżowa;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54981;1
63;0xE6100000010CE8AEC5DEB37E49403047EF2BC16C3040;POINT (16.424822565000056 50.989864203000081);Jaroszów;Jaroszów;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56374;1
64;0xE6100000010CD01EB601D37D4940805955274E3D3040;POINT (16.239473780000026 50.983001913000066);Borów;Borów;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";53629;1
65;0xE6100000010C40994E71B07C4940004BCE00CC5B3040;POINT (16.358581591000075 50.97413460100006);Strzegom;Strzegom;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56309;1
66;0xE6100000010CD8B0C8E4117A4940606D4FA774543040;POINT (16.329904992000024 50.953671072000077);Grabina Śląska;Grabina Śląska;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54437;1
67;0xE6100000010C08780EDCB6794940E0DED029023E3040;POINT (16.242220510000038 50.950892932000045);Piechów;Piechów;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";-1;1
68;0xE6100000010C98D4D8E444784940F00FAFE65E7E3040;POINT (16.493635576000031 50.939602476000061);Żarów;Żarów;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54619;1
69;0xE6100000010C880E693D047849407054140DA4313040;POINT (16.19390947100004 50.93762939100003);Kłaczyna;Klaczyna;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54452;1
70;0xE6100000010C50EF097CFF764940F08594CF0D603040;POINT (16.375210737000032 50.929671769000038);Stanowice;Stanowice;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";-2;1
71;0xE6100000010CB007E4963F774940702FE6E4CE1B3040;POINT (16.108625704000076 50.931628095000065);Bolków;Bolków;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54460;1
72;0xE6100000010C488B8EACC8744940F03C8F038F6D3040;POINT (16.427963469000076 50.912374086000057);Jaworzyna Śląska;Jaworzyna Śląska;tak;Jaworzyna Śląska;Wałbrzych;37;193;P 1800;" ";193;jest;54403;1
73;0xE6100000010CA868B324DF724940C08A563F4DFF2F40;POINT (15.998636226000031 50.897434795000038);Płonina;Płonina;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55715;1
74;0xE6100000010C30C61E19AC714940C0D11E34DD763040;POINT (16.464312799000027 50.888064518000078);Bolesławice Świdnickie;Boleslawice Swidnickie;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54692;1
75;0xE6100000010CC82676FD1A6E4940C0EFAC3830553040;POINT (16.332767050000029 50.860198672000081);Świebodzice;Świebodzice;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54528;1
76;0xE6100000010CD82D3D32076D4940E02D9533EB013040;POINT (16.00749514000006 50.85178211200008);Marciszów;Marciszów;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55608;1
77;0xE6100000010CE8DF22F5B36B4940B016BB31487B3040;POINT (16.481570347000059 50.841429369000082);Świdnica Miasto;Świdnica-Miasto;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54817;1
78;0xE6100000010CF0EF2B2A7068494030FCC092814D3040;POINT (16.302758381000046 50.81592299600004);Wałbrzych Szczawienko;Wałbrzych Szczawienko;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";54544;1
79;0xE6100000010CF051BE8E22684940200323E3DC113040;POINT (16.069776722000029 50.813554614000054);Sędzisław;Sędzisław;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55632;1
80;0xE6100000010CC81A2B279D65494050E6D211A3203040;POINT (16.127488245000052 50.793858429000068);Witków Śląski;Witków;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";-2;1
81;0xE6100000010CC8110633A06449405077B5EEFC053040;POINT (16.023390693000067 50.786138895000079);Kamienna Góra;Kamienna Góra;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55277;1
82;0xE6100000010C001AE21B7461494000783FA6E9443040;POINT (16.269190207000065 50.761355863000063);Wałbrzych Fabryczny;Wałbrzych Fabryczny;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55327;1
83;0xE6100000010CC06D8C5B9461494090ABC304C72A3040;POINT (16.167099283000027 50.762340015000063);Boguszów Gorce Zachodnie;Boguszów Gorce-Zachód;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55269;1
84;0xE6100000010C48CF99C60C60494020038D3499333040;POINT (16.201556477000054 50.75038988600005);Boguszów Gorce;Boguszów Gorce;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55228;1
85;0xE6100000010CA000050FBA5F4940B0625EA58D383040;POINT (16.220911346000037 50.747865560000037);Boguszów Gorce Wschodnie;Boguszów-Gorce-Wschód;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55251;1
86;0xE6100000010CA8A5AF106B5D4940E0BF1C917D523040;POINT (16.322228498000072 50.72982987000006);Jedlina Górna;Jedlina Górna;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55178;1
87;0xE6100000010C507830CC435B4940806B601821573040;POINT (16.34034874300005 50.713006519000032);Jedlina Zdrój;Jedlina Zdrój;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55145;1
88;0xE6100000010C886423D8045B4940A00C472A68393040;POINT (16.224245684000039 50.711085336000053);Unisław Śląski;Unislaw Śląski;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55434;1
89;0xE6100000010C008938A05C5A4940C04E91EDC3003040;POINT (16.002989624000065 50.705951717000062);Lubawka;Lubawka;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55509;1
90;0xE6100000010CC8361E7623584940E0448A61845A3040;POINT (16.353582474000063 50.688582196000027);Głuszyca;Głuszyca;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55186;1
91;0xE6100000010CF8EB50E52556494070BC457E025F3040;POINT (16.371131794000064 50.67303148700006);Głuszyca Górna;Głuszyca Górna;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55210;1
92;0xE6100000010CB0B755FC9E554940C032EEC17C313040;POINT (16.193309899000042 50.668914358000052);Mieroszów;Mieroszów;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55400;1
93;0xE6100000010C480965A7007C49406002E3FFDF4E2F40;POINT (15.654052731000036 50.968769955000027);Pilchowice Zapora;Pilchowice-Zapora;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55897;1
94;0xE6100000010C287E1719D178494020BFB6537AD82F40;POINT (15.922808281000073 50.94388116500005);Wojcieszów Górny;Wojcieszów Grn;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55681;1
95;0xE6100000010C88EC2F9AD9784940C065DB3EEB602F40;POINT (15.689294781000058 50.944140695000044);Siedlęcin;Siedlęcin;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55871;1
96;0xE6100000010C98762C819776494040BB09B9B0782F40;POINT (15.735723288000031 50.926498553000044);Jeżów Sudecki;Jeżów Sudecki;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55822;1
97;0xE6100000010CF8D3BFF163764940C0AA7D8B65012F40;POINT (15.502727851000031 50.924925059000032);Kwieciszowice;Kwieciszowice;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55855;1
98;0xE6100000010CC8958BAFF87449402004BF15A2E72F40;POINT (15.952408485000035 50.913839286000041);Kaczorów;Kaczorów;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55723;1
99;0xE6100000010CD0F6AB17FB744940E0E37AFF12222F40;POINT (15.566551193000066 50.913912734000064);Stara Kamienica;Stara Kamienica;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55848;1
100;0xE6100000010C9801BCDF8A744940809DA010AB4A2F40;POINT (15.645836372000076 50.910488097000041);Rybnica;Rybnica;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";-2;1
101;0xE6100000010CA862A43092734940A0D934E40F832F40;POINT (15.755980617000034 50.902898865000054);Jelenia Góra;Jelenia Góra;tak;Jelenia Góra;Wałbrzych;231;296;P- 225;" ";148;jest;55806;1
102;0xE6100000010C78B6765E477349404053ACEA4A702F40;POINT (15.719321569000044 50.900615509000033);Jelenia Góra Zachód;Jelenia Góra-Zachód;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56077;1
103;0xE6100000010C009108A47C7149402046C626D6962F40;POINT (15.794602596000061 50.88661623400003);Łomnica Średnia;Łomnica Średnia;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56069;1
104;0xE6100000010C1027D55040714940403B7CFA51A42F40;POINT (15.820937946000072 50.884775261000073);Wojanów;Wojanów;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55954;1
105;0xE6100000010CE82F61921C714940006F7B6EE0BD2F40;POINT (15.870852902000024 50.88368444200006);Trzcińsko;Trzcińsko;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55962;1
106;0xE6100000010C78B0985A747049408072D0DC45D62F40;POINT (15.918501759000037 50.87855083900007);Janowice Wielkie;Janowice Wielkie;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55665;1
107;0xE6100000010CD0453E7A86704940E0DBB54AD1992F40;POINT (15.800424895000049 50.879103928000063);Łomnica Dolna;Łomnica Dolna;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56051;1
108;0xE6100000010C78F30A675E6F4940E0F6769247602F40;POINT (15.688046052000061 50.870068436000054);Jelenia Góra Cieplice;Jelenia Góra Cieplice;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56093;1
109;0xE6100000010C90F97BF4C96E494080CE6C7DAFF52F40;POINT (15.979854507000027 50.865538178000065);Ciechanowice;Ciechanowice;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55673;1
110;0xE6100000010CC8CB4D80536E494060D3EF1B8F982F40;POINT (15.797966836000057 50.861923254000033);Łomnica;Łomnica;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56036;1
111;0xE6100000010C805AAC18166E4940803B5CF413232F40;POINT (15.568511616000023 50.860049328000059);Górzyniec;Górzyniec;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56150;1
112;0xE6100000010C402EE3A6066D4940C0F6417AB02E2F40;POINT (15.591190167000036 50.851765500000056);Piechowice;Piechowice;tak;Piechowice;Wałbrzych;6;70;"P 600
R 468";czołowa;"P-5; R- 5";jest;56143;1
113;0xE6100000010CA805CA3B016D49400028E58D4A4A2F40;POINT (15.645100054000068 50.851600145000077);Jelenia Góra Sobieszów;Jelenia Góra Sobieszów;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56127;1
114;0xE6100000010C88449B62DC6C4940408C216BD33B2F40;POINT (15.616847370000073 50.850475622000033);Piechowice Dolne;Piechowice Dolne;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56135;1
115;0xE6100000010C58DC83D3AC6C494060C3FBA7A41D2F40;POINT (15.557896852000056 50.849024238000027);Szklarska Poręba Dolna;Szklarska Poręba Dolna;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56168;1
116;0xE6100000010C98FAA7F8586B494000D1D8BA7B142F40;POINT (15.54000648400006 50.838652689000071);Szklarska Poręba Średnia;Szklarska Poręba Średnia;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56176;1
117;0xE6100000010CF04B4348EE6A494040B3E46B7B932F40;POINT (15.788051006000046 50.835396798000033);Mysłakowice;Mysłakowice;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55970;1
118;0xE6100000010C80B04DA9996A49404067C95877092F40;POINT (15.518488669000021 50.83281437200003);Szklarska Poręba Górna;Szklarska Poręba Górna;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56184;1
119;0xE6100000010C70F45753CF6949402027D4999C932F40;POINT (15.788304145000041 50.826639574000069);Mysłakowice Orzeł;Mysłakowice Orzeł;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";55988;1
120;0xE6100000010C40FFDF734868494000F3103AA6982F40;POINT (15.798143210000035 50.814711079000062);Kostrzyca;Kostrzyca;nie;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";56242;1
121;0xE6100000010CF02E9526817F4940805D12F036DD2D40;POINT (14.932059767000055 50.996128867000039);Bratków Zgorzelecki;Bratków Zgorzelecki;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";52886;1
122;0xE6100000010C588712B6AA78494080EA57C8C9D12D40;POINT (14.90974260400003 50.94270969300004);Bogatynia III;Bogatynia III;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";178459;1
123;0xE6100000010C98639F8B7C774940408D3DFAADD62D40;POINT (14.919296093000071 50.933488324000052);Turoszów;Turoszów-Kolalnia;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";52803;1
124;0xE6100000010CD8B81E2241A64940301F55294AAC3040;POINT (16.67300661400003 51.298862710000037);Łososiowice;Łososiowice;tak;" ";Wrocław;" ";" ";" ";" ";" ";" ";60368;1
125;0xE6100000010C30930E6722A2494020322482CCB93040;POINT (16.725776800000062 51.266674883000064);Brzeg Dolny;Brzeg Dolny;tak;Brzeg Dolny;Wrocław;5a;320;P-6541;" ";100;nie ma;60269;1
126;0xE6100000010C78FFC0D85F9849408076BD2A53AA3040;POINT (16.665331527000035 51.19042500900008);Przedmoście Święte;Przedmoście-Święte;tak;" ";Wrocław;" ";" ";" ";" ";" ";" ";59030;1
127;0xE6100000010C60C243B31398494060672ED06BBD3040;POINT (16.739926349000029 51.188101204000077);Miękinia;Miękinia;tak;Miękinia;Wrocław;6;270;P-3560;" ";350;jest;59022;1
128;0xE6100000010C205A38713B98494010036C934C9B3040;POINT (16.606637205000027 51.189314034000063);Środa Śląska;Środa Śląska;tak;" ";Wrocław;" ";" ";" ";" ";" ";" ";59048;1
129;0xE6100000010C68CA52AE9A914940E099EEE7A7863040;POINT (16.525999542000022 51.137532988000032);Bukówek;Bukówek;nie;" ";Wrocław;" ";" ";" ";" ";" ";" ";53496;1
130;0xE6100000010CE08F55636C8B4940402ED733E87F3040;POINT (16.499636879000036 51.089245240000082);Ujazd Górny;Ujazd Górny;nie;" ";Wrocław;" ";" ";" ";" ";" ";" ";53447;1
131;0xE6100000010C60B786C1D884494010E4D406DBBF3040;POINT (16.749435832000074 51.037864867000053);Kąty Wrocławskie;Kąty Wrocławskie;tak;" ";Wałbrzych;" ";" ";" ";" ";" ";" ";58933;1
132;0xE6100000010CE834D82F33AA4940A0F980D34A2E3040;POINT (16.180829257000028 51.329687100000058);Gorzelin;Gorzelin;tak;" ";Wrocław;" ";" ";" ";" ";" ";" ";53264;1
